country3,country2,country,region,subregion,place_name,station_name,type,stn_key,status,icao,national_id,wmo,wban,ghcn,special,lat,lon,elev,tz
NAM,NA,Namibia,KU,-,Outjo,Outjo,,NAaaFYOJ,-,FYOJ,,68111,,,,-20.0808333,16.1291667,1308.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Palmwag,Palmwag Lodge AFLD,,XXXXXXXX,-,FYPW,,,,,,-19.8736,13.9439,925.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Puros,Puros Campsite,,XXXXXXXX,-,FYPU,,,,,,-18.738,12.942,301.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Rag Rock|Kalkbron,Rag Rock AP,,NAaaFYRR,-,FYRR,,,,,,-20.5380556,14.4275,582.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Rhino Camp,Desert Rhino Camp AFLD,,XXXXXXXX,-,FYRN,,,,,,-17.3767,12.2547,762.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Ruacana,Ruacana AP,,NAaaFYRC,-,FYRC,,,,,,-17.4205556,14.3716667,1156.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Safarihoek,Safarihoek AFLD,,NAaaFYSQ,-,FYSQ,,,,,,-19.2389,15.2958,1173.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Sarusas,Sarusas|Skeleton Coast bivouac,,XXXXXXXX,-,FYSR,,,,,,-18.765,12.582,293.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Sesfontein,Sesfontein,,XXXXXXXX,-,FYSF,,,,WA010472480,,-19.1017,13.6478,577.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Sesfontein,Sesfontein,,0-516-0-68005,-,,,68005,,,,-19.1164,13.61555,587.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Sitrusdal|Outjo,Sitrusdal,,0-516-0-68102,-,,,68102,,WA009612470,,-20.11361111,16.15361111,1250.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Terrace Bay,Terrace Bay,,XXXXXXXX,-,FYTE,,,,,,-19.9706,13.0247,12.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Torra Bay|Torrabay,Torra Bay Resort|Torrabay,,XXXXXXXX,-,FYTO,,,,,,-20.319,13.241,9.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Toscanini,Toscanini,,XXXXXXXX,-,FYTC,,,,,,-20.814444,13.393056,40.0,Africa/Windhoek
NAM,NA,Namibia,KU,-,Twyfelfontein,Twyfelfontein,,XXXXXXXX,-,FYTF,,,,,,-20.5444,14.3611,543.0,Africa/Windhoek
NAM,NA,Namibia,KW,-,Mangetti,Mangetti,,XXXXXXXX,-,FYMT,,,,,,-18.7361,18.5817,1188.0,Africa/Windhoek
NAM,NA,Namibia,KW,-,Nepara,Nepara,,XXXXXXXX,-,FYNP,,,,,,-17.7678,18.4519,1130.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Eden,Eden AFLD,,XXXXXXXX,-,FYED,,,,,,-19.538,18.765,1224.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Geluksput,Geluksput,,XXXXXXXX,-,FYGP,,,,,,-20.280833,16.741389,1452.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Grootfontein,Grootfontein,,0-516-0-68014,-,FYGF,,68014,,WA010101860,,-19.59861111,18.11611111,1406.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Havana,Havana,,XXXXXXXX,-,FYVA,,,,,,-21.166667,16.916667,1388.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Hilker's Cheetahdrome,Cheetah Conservation Fund|Hilker's Cheetahdrome,,XXXXXXXX,-,FYHC,,,,,,-20.483,17.031,1575.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Kalkfeld|Kalkrand,Kalkfeld AP,,NAaaFYKD,-,FYKD,,,,WA006111530,,-24.0833333,17.5833333,1240.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Kombat,Kombat,,XXXXXXXX,-,FYKO,,,,,,-19.7,17.716667,1631.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Mangetti Dune,Mangetti Dune,,XXXXXXXX,-,FYMD,,,,,,-19.509444,19.745833,1221.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Midgard,Midgard,,XXXXXXXX,-,FYMG,,,,,,-22.083333,17.366667,1575.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Mount Etjo|Kalkfeld,Mount Etjo AP,,NAaaFYME,-,FYME,,,,,,-21.0275,16.4794444,1528.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Okahandja Airstrip,Okahandja Airstrip,,NAaaFYON,-,FYON,,,,,,-22.0136111,16.8972222,1314.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Okakarara,Okakarara,,XXXXXXXX,-,FYOK,,,,,,-20.601944,17.468889,1339.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Okamapu,Okamapu,,XXXXXXXX,-,FYMP,,,,,,-21.7364,17.8853,1692.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Okaperuperu,Okaperuperu,,XXXXXXXX,-,FYPR,,,,,,-21.6108,17.7106,1606.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Okaputa,Okaputa,,XXXXXXXX,-,FYKP,,,,,,-20.130278,17.0025,1465.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Okatjuru,Okatjuru,,XXXXXXXX,-,FYOF,,,,,,-21.601,17.851,1616.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Okonjima,Okonjima Lodge,,XXXXXXXX,-,FYKN,,,,,,-20.867222,16.639444,1619.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Okorusu Mine,Okorusu Mine AFLD,,XXXXXXXX,-,FYKR,,,,,,-20.0625,17.7256,1371.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Okozongomingo,Okozongomingo,,XXXXXXXX,-,FYOZ,,,,WA009181280,,-20.631111,17.091944,1485.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Oropoko,Oropoko,,XXXXXXXX,-,FYOR,,,,,,-21.7517,16.4944,1460.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Osire,Osire,,XXXXXXXX,-,FYIR,,,,,,-21,17.333333,1335.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Osona Airstrip|Bergquell,Osona Airstrip,,NAaaFYSN,-,FYSN,,,,,,-22.1077778,18.9958333,1536.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Otavi,Otavi,,XXXXXXXX,-,FYOV,,,,,,-19.508333,17.319444,1344.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Otjikaru|Otjikaro,Otjikaru Guest Farm AFLD,,XXXXXXXX,-,FYRO,,,,,,-20.631,17.089,1482.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Otjisazu,Otjisazu,,XXXXXXXX,-,FYTZ,,,,,,-21.9308,17.135,1458.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Otjiwa,Otjiwa,,XXXXXXXX,-,FYTW,,,,,,-20.7578,16.8006,1557.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Otjiwarongo,Otjiwarongo,,NAaaFYOW,-,FYOW,,68015,,,,-20.4286111,17.1575,1540.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Otjiwarongo,Otjiwarongo,,0-516-0-68004,-,,,68004,,,,-20.45,16.63333333,1455.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Rietfontein,Rietfontein,,XXXXXXXX,-,FYRF,,,,,,-19.74,17.85,1553.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Tsumkwe,Tsumkwe AP,,NAaaFYTK,-,FYTK,,,,,,-19.585,20.4525,1154.0,Africa/Windhoek
NAM,NA,Namibia,OD,-,Wabi Lodge,Wabi Lodge,,XXXXXXXX,-,FYWL,,,,,,-20.3342,17.5311,1392.0,Africa/Windhoek
NAM,NA,Namibia,OH,-,Aminuis Airstrip,Aminuis Airstrip,,NAaaFYAM,-,FYAM,,,,,,-23.6561111,19.3516667,1231.0,Africa/Windhoek
NAM,NA,Namibia,OH,-,Cordova,Cordova,,XXXXXXXX,-,FYCV,,,,,,-21.732778,18.541389,1568.0,Africa/Windhoek
NAM,NA,Namibia,OH,-,Epukiro,Epukiro AP,,NAaaFYEK,-,FYEK,,,,,,-21.7866667,19.1061111,1494.0,Africa/Windhoek
NAM,NA,Namibia,OH,-,Gobabis,Gobabis AP,,NAaaFYGB,-,FYGB,,,,,,-22.504722,18.974722,1441.4,Africa/Windhoek
NAM,NA,Namibia,OH,-,Harnas,Harnas Wildlife Foundation,,XXXXXXXX,-,FYHA,,,,,,-21.722,19.348,1453.0,Africa/Windhoek
NAM,NA,Namibia,OH,-,Leonardville,Leonardville,,XXXXXXXX,-,FYLV,,,,WA006565410,,-23.515,18.789444,1273.0,Africa/Windhoek
NAM,NA,Namibia,OH,-,Otjinene,Otjinene,,XXXXXXXX,-,FYTN,,,,,,-21.131,18.789,1442.0,Africa/Windhoek
NAM,NA,Namibia,OH,-,Steinhausen,Steinhausen,,XXXXXXXX,-,FYSH,,,,,,-21.8333,18.1667,1645.0,Africa/Windhoek
NAM,NA,Namibia,OH,-,Talisman Is|Talismanis,Talisman Is,,XXXXXXXX,-,FYTL,,,,,,-21.8444,20.7333,1237.0,Africa/Windhoek
NAM,NA,Namibia,OH,-,Witvlei,Witvlei AP,,NAaaFYWI,-,FYWI,,,,WA007868650,,-22.4052778,18.4594444,1450.0,Africa/Windhoek
NAM,NA,Namibia,OH,-,Wlotskas Baken,Wlotskas Baken,,XXXXXXXX,-,FYWK,,,,,,-22.508333,19.484444,1452.0,Africa/Windhoek
NAM,NA,Namibia,OK,-,Omega|Khance,Omega AP,,NAaaFYOE,-,FYOE,,,,,,-18.0305556,22.1888889,1011.0,Africa/Windhoek
NAM,NA,Namibia,ON,-,Okaukuejo,Okaukuejo,,0-516-0-68010,-,,,68010,,WA010517310,,-19.18333333,15.91666667,1102.0,Africa/Windhoek
NAM,NA,Namibia,ON,-,Ondangwa|Omashaka,Ondangwa,,NAaaFYOA,-,FYOA,,68013,,,,-17.877222,15.95,1097.0,Africa/Windhoek
NAM,NA,Namibia,ON,-,Ongwediva,Ongwediva,,XXXXXXXX,-,FYUE,,,,,,-17.77,15.76,1105.0,Africa/Windhoek
NAM,NA,Namibia,ON,-,Oshakati,Oshakati,,XXXXXXXX,-,FYOS,,,,WA012003750,,-17.796667,15.699167,1050.0,Africa/Windhoek
NAM,NA,Namibia,OS,-,Etunda,Etunda,,XXXXXXXX,-,FYEU,,,,,,-17.4528,14.5278,1126.0,Africa/Windhoek
NAM,NA,Namibia,OS,-,Okahao,Okahao,,XXXXXXXX,-,FYOH,,,,WA011991430,,-17.8839,15.0667,1030.0,Africa/Windhoek
NAM,NA,Namibia,OS,-,Tsandi,Tsandi,,XXXXXXXX,-,FYTS,,,,WA011986750,,-17.746,14.887,1000.0,Africa/Windhoek
NAM,NA,Namibia,OT,-,Halali,Halali,,XXXXXXXX,-,FYHI,,,,,,-19.028333,16.458889,1109.0,Africa/Windhoek
NAM,NA,Namibia,OT,-,Mokuti Lodge|Namutoni Gate,Mokuti Lodge AP,,NAaaFYMO,-,FYMO,,,,,,-18.814444,17.051944,1112.5,Africa/Windhoek
NAM,NA,Namibia,OT,-,Mushala Lodge,Mushala Lodge,,XXXXXXXX,-,FYMU,,,,,,-18.8233,17.1444,1129.0,Africa/Windhoek
NAM,NA,Namibia,OT,-,Onguma,Onguma Airstrip,,NAaaFYGG,-,FYGG,,,,,,-18.7256,17.0886,1085.0,Africa/Windhoek
NAM,NA,Namibia,OT,-,Operet|Oshivelo,Operet AP,,NAaaFYOU,-,FYOU,,,,,,-18.6072222,17.1566667,1110.0,Africa/Windhoek
NAM,NA,Namibia,OT,-,Tsumeb,Tsumeb AP,,NAaaFYTM,-,FYTM,,,,,,-19.2619444,17.7325,1345.0,Africa/Windhoek
NAM,NA,Namibia,OT,-,Tsumeb ,Private,,NAs68012,-,,,68012,,WA010553740,,-19.267,17.733,1311.0,Africa/Windhoek
NAM,NA,Namibia,OW,-,Eenhana,Eenhana AP,,NAaaFYEN,-,FYEN,,,,,,-17.4830556,16.3219444,1119.0,Africa/Windhoek
NAM,NA,Namibia,OW,-,Nkongo,Nkongo,,XXXXXXXX,-,FYNK,,,,,,-17.566111,17.225556,1148.0,Africa/Windhoek
NAM,NA,Namibia,OW,-,Okokongo,Okokongo AFLD,,XXXXXXXX,-,FYKK,,,,,,-17.566,17.224,1153.0,Africa/Windhoek
NAM,NA,Namibia,OW,-,Okongo|Nkongo,Okongo|Nkongo,,XXXXXXXX,-,FYKG,,,,,,-17.5689,17.2225,1154.0,Africa/Windhoek
NAM,NA,Namibia,OW,-,Oshikango,Oshikango,,XXXXXXXX,-,FYOI,,,,,,-17.39,15.89,1122.0,Africa/Windhoek
NAM,NA,Namibia,,,Elisenore,Elisenore,,XXXXXXXX,-,FYEL,,,,,,,,,
NAM,NA,Namibia,,,Kuidas,Kuidas,,XXXXXXXX,-,FYKU,,,,,,,,,
NAM,NA,Namibia,,,Selfco 21,Selfco 21,,XXXXXXXX,-,FYLF,,,,,,,,,
NAM,NA,Namibia,,,Swartkrans,Swartkrans,,XXXXXXXX,-,FYSW,,,,,,,,,
NCL,NC,New Caledonia,-,-,Canala|Parahoui,Canala AP,,NCaaNWWX,-,NWWX,,,,,,-21.520278,165.971667,2.4,Pacific/Noumea
NCL,NC,New Caledonia,-,-,Houailou-Nesson,Houailou-Nesson (Abandoned),,NCaaNWWH,-,NWWH,,,,,,-21.2563889,165.6175,4.0,Pacific/Noumea
NCL,NC,New Caledonia,-,-,Ile Ouen-Edmond Cane|Ndji,Edmond Can� AP (Abandoned),,NCaaNWWO,-,NWWO,,,,,,-22.4666667,166.7833333,0.0,Pacific/Noumea
NCL,NC,New Caledonia,-,-,Loop Island,Loop Island,,0-20000-0-91574,-,,,91574,,,,-19.96833333,158.4755556,4.0,Pacific/Noumea
NCL,NC,New Caledonia,-,-,Matthew Isl,Ilot,,0-20000-0-91598,-,,,91598,,,,-22.34611111,171.3583333,27.0,Pacific/Noumea
NCL,NC,New Caledonia,-,Poindimi�,Poindimie|Poindimi�,Poindimie,,0-20000-0-91583,-,,,91583,,,,-20.9325,165.3280556,14.0,Pacific/Noumea
NCL,NC,New Caledonia,-,-,Surprise Island,Surprise Island,,0-20000-0-91570,-,,,91570,,,,-18.48,163.0863889,4.0,Pacific/Noumea
NCL,NC,New Caledonia,-,-,Touho,Touho,,0-20000-0-91586,-,,,91586,,,,-20.78916667,165.2544444,3.0,Pacific/Noumea
NCL,NC,New Caledonia,-,-,Touho|Ko�,Touho,,NCaaNWWU,-,NWWU,,,,,,-20.79,165.259444,3.0,Pacific/Noumea
NCL,NC,New Caledonia,L,-,Mare Island,La Roche|Wacamadra,,0-20000-0-91587,-,NWWR,,91587,,,,-21.48138889,168.0355556,42.0,Pacific/Noumea
NCL,NC,New Caledonia,L,-,Ouanaham|Lifou Ouanaham|Koumo,Ouanaham|Wanaham,,0-20000-0-91582,-,NWWL,,91582,,,,-20.77694444,167.2405556,29.0,Pacific/Noumea
NCL,NC,New Caledonia,L,-,Ouvea,Ouloup|Fayaue,,0-20000-0-91579,-,NWWV,,91579,,,,-20.63916667,166.5711111,7.0,Pacific/Noumea
NCL,NC,New Caledonia,L,-,Tiga|Lot,Tiga AP,,NCaaNWWA,-,NWWA,,,,,,-21.096111,167.803889,38.1,Pacific/Noumea
NCL,NC,New Caledonia,N,-,�le Art - Waala|Ile Art Waala|Bw�o,�le Art - Waala AP,,NCaaNWWC,-,NWWC,,,,,,-19.720556,163.661111,93.0,Pacific/Noumea
NCL,NC,New Caledonia,N,-,Ile Art (Belep)|Bw�o,Ile Art (Belep),,0-20000-0-91573,-,,,91573,,,,-19.72111111,163.6597222,93.0,Pacific/Noumea
NCL,NC,New Caledonia,N,-,Kone,Kone,,0-20000-0-91578,-,,,91578,,,,-21.05138889,164.8361111,7.0,Pacific/Noumea
NCL,NC,New Caledonia,N,Kon�,Kon�|Kone,Kon� AP,,NCaaNWWD,-,NWWD,,,,,,-21.053611,164.839444,7.3,Pacific/Noumea
NCL,NC,New Caledonia,N,Koumac,Koumac,Koumac AP|Koumac AAF,,0-20000-0-91577,-,NWWK,,91577,82603,NC000091577,,-20.55861111,164.2841667,25.0,Pacific/Noumea
NCL,NC,New Caledonia,N,-,Plaine Gaia|Tarbeville,Plaine Gaia,,NCw82606,-,,,,82606,,,-21.2667,164.9167,14.0,Pacific/Noumea
NCL,NC,New Caledonia,N,-,Poembut N C|Tarbeville,Plaines De Gaiacs,,NCcPOEMB,-,,,,,,,-21.266,164.916,20.0,Pacific/Noumea
NCL,NC,New Caledonia,N,-,Poum Malabou|Pabou,Poum AP,,NCaaNWWP,-,NWWP,,,,,,-20.289167,164.099444,13.0,Pacific/Noumea
NCL,NC,New Caledonia,N,-,Tarbeville,Tarbeville,,,-,,,74946,,,,-21.267,164.917,14,Pacific/Noumea
NCL,NC,New Caledonia,N,-,Thiebagi Radar|Ti�baghi,Thiebagi Radar,,0-20000-0-91571,-,,,91571,,,,-20.45972222,164.215,595.0,Pacific/Noumea
NCL,NC,New Caledonia,S,-,Bourail - Po�|Gouaro,Bourail - Po� AP,,NCaaNWWB,-,NWWB,,,,,,-21.609722,165.397778,6.1,Pacific/Noumea
NCL,NC,New Caledonia,S,-,Ils Des Pins|Ile Des Pins Moue|Ouam�o,Moue Island,,0-20000-0-91596,-,NWWE,,91596,,,,-22.58972222,167.4522222,97.0,Pacific/Noumea
NCL,NC,New Caledonia,S,-,La Foa|Lafoaouatom|Popid�ry|Oua Tom,Oua Tom AP,,NCaaNWWT,-,NWWT,,,,,,-21.819722,165.860833,29.9,Pacific/Noumea
NCL,NC,New Caledonia,S,-,Noumea|Karenga,La Tontouta|Tontouta AF,,0-20000-0-91590,-,NWWW,,91590,82607,,,-22.01722222,166.2222222,16.0,Pacific/Noumea
NCL,NC,New Caledonia,S,-,Noumea|Normandie,Magenta,,NCaaNWWM,-,NWWM,,91591,,NCW00082608,,-22.258333,166.472778,2.7,Pacific/Noumea
NCL,NC,New Caledonia,S,Noum�a,Noumea|Vall�e des Colons,Noumea City DSEAC|Noumea NF,,0-20000-0-91592,-,NWWN,,91592,82608,NC000915920,,-22.27611111,166.4527778,70.0,Pacific/Noumea
NCL,NC,New Caledonia,S,-,Oua Tom|Popid�ry,Oua Tom,,NCaaNWPP,-,NWPP,,,82605,,,-21.8167,165.8667,37.0,Pacific/Noumea
NCL,NC,New Caledonia,S,-,Popid�ry,Popid�ry,,,-,,,74946,,,,-21.817,165.867,37,Pacific/Noumea
NCL,NC,New Caledonia,,-,Noumea,Dumbea CHT,,NCaaNWH4,-,NWH3,,,,,,,,,
NCL,NC,New Caledonia,,-,Noumea,Noumea CHT,,NCaaNWH1,-,NWH1,,,,,,,,,
NCL,NC,New Caledonia,,-,Noumea,Noumea Hotel Meredien,,NCaaNWH2,-,NWH2,,,,,,,,,
NCL,NC,New Caledonia,,-,Noumea,Noumea Port,,NCaaNWH3,-,NWH3,,,,,,,,,
NCL,NC,New Caledonia,,-,Noumea,La Tontouta MET|La Tontouta M�t�o,,XXXXXXXX,Z,NWCC,,,,,,,,,-
NCL,NC,New Caledonia,,-,Noumea,Noumea MET|Noumea M�t�o|Noumea Met,,XXXXXXXX,Z,NWBB,,,,,,,,,-
NER,NE,Niger,1,-,Agadez|Agades,South AP|Agadez-Sud,,0-20000-0-61024,-,DRZA,,61024,,NG000061024,,16.96666667,7.983333333,501.0,Africa/Niamey
NER,NE,Niger,1,-,Arlit,Arlit AP,,NEaaDRZL,-,DRZL,,,,,,18.7833333,7.3666667,422.0,Africa/Niamey
NER,NE,Niger,1,-,Bilma,Bilma,,0-20000-0-61017,-,DRRI,,61017,,NG000061017,,18.68333333,12.91666667,355.0,Africa/Niamey
NER,NE,Niger,1,-,Dirkou|Chemidour,Dirkou AP,,NEaaDRZD,-,DRZD,,,,,,18.968972,12.868833,388.0,Africa/Niamey
NER,NE,Niger,1,-,Iferouane|Iferou�ne,Iferouane AP,,NEaaDRZI,-,DRZI,,,,,,19.066667,8.366667,744.0,Africa/Niamey
NER,NE,Niger,1,Ingall,Ingall,Ingall,,0-562-0-61102,-,,,61102,,,,16.78,6.9,484.0,Africa/Niamey
NER,NE,Niger,2,-,Diffa|Bourkounari,Diffa,,0-20000-0-61085,-,DRZF,,61085,,,,13.41666667,12.78333333,303.0,Africa/Niamey
NER,NE,Niger,2,Goudoumaria,Goudoumaria,Goudoumaria,,0-562-0-61095,-,,,61095,,,,13.701393,11.196321,345.0,Africa/Niamey
NER,NE,Niger,2,Ma�n� Soroa,Maine-soroa,Maine-soroa,,0-20000-0-61096,-,DRZM,,61096,,NG000061096,,13.23333333,11.98333333,338.0,Africa/Niamey
NER,NE,Niger,2,-,N'Guigmi,N'Guigmi,,NEcGUIGM,-,DRZN,,,,NG000001049,,14.251,13.129,289.0,Africa/Niamey
NER,NE,Niger,2,-,N'Guigmi|Nguigmi,N'Guigmi,,0-20000-0-61049,-,,,61049,,,,14.25,13.11666667,285.0,Africa/Niamey
NER,NE,Niger,3,-,Dogondoutchi|Liguido,Dogondoutchi AP,,NEaaDRRC,-,DRRC,,,,,,13.666667,4.1,277.0,Africa/Niamey
NER,NE,Niger,3,-,Dosso,Dosso AP,,NEaaDRRD,-,DRRD,,,,,,13.05,3.2166667,233.0,Africa/Niamey
NER,NE,Niger,3,-,Dosso|Kountoud�ye,Dosso,,0-20000-0-61053,-,,,61053,,NGM00061053,,13.03333333,3.3,225.0,Africa/Niamey
NER,NE,Niger,4,Dakoro,Dakoro,Dakoro,,0-562-0-61093,-,,,61093,,,,14.5148,6.7817,434.0,Africa/Niamey
NER,NE,Niger,4,Guidan Roumdji,Guidan Roumdji,Guidan Roumdji,,0-562-0-61101,-,,,61101,,,,13.6624,6.7007,338.0,Africa/Niamey
NER,NE,Niger,4,Guidan Roumdji,Guidan-sori,Guidan-sori,,0-562-0-61105,-,,,61105,,,,13.5345,6.8811,359.0,Africa/Niamey
NER,NE,Niger,4,-,Maradi|Soumarana,Maradi,,0-20000-0-61080,-,DRRM,,61080,,NG000001080,,13.46666667,7.083333333,372.0,Africa/Niamey
NER,NE,Niger,4,Tessaoua,Tessaoua,Tessaoua,,0-562-0-61094,-,,,61094,,,,13.741493,7.983577,410.0,Africa/Niamey
NER,NE,Niger,4,-,Tessaoua|Massachi,Tessaoua AP,,NEaaDRRA,-,DRRA,,,,,,13.766667,8.016667,403.0,Africa/Niamey
NER,NE,Niger,5,Birni N'Konni,Allela,Allela,,0-562-0-61103,-,,,61103,,,,13.9154,4.8231,257.0,Africa/Niamey
NER,NE,Niger,5,Bagaroua,Bagaroua,Bagaroua,,0-562-0-61100,-,,,61100,,,,14.6443,4.347,290.0,Africa/Niamey
NER,NE,Niger,5,Madaoua,Bangui,Bangui,,0-562-0-61104,-,,,61104,,,,13.6875,6.1948,287.0,Africa/Niamey
NER,NE,Niger,5,-,Birnin Konni|Birni N'Koni,Birni N'Koni,,NEcBIRNI,-,DRRB,,,,,,13.793,5.233,263.0,Africa/Niamey
NER,NE,Niger,5,-,Birni-N'Konni|Masalata,Birni-N'Konni,,0-20000-0-61075,-,,,61075,,NG000001075,,13.8,5.25,272.0,Africa/Niamey
NER,NE,Niger,5,Keita,Keita,Keita,,0-562-0-61097,-,,,61097,,,,14.76217,5.769484,407.0,Africa/Niamey
NER,NE,Niger,5,Madaoua,Madaoua,Madaoua,,0-562-0-61092,-,,,61092,,,,14.071954,5.939502,333.0,Africa/Niamey
NER,NE,Niger,5,-,Tahoua,Tahoua,,0-20000-0-61043,-,DRRT,,61043,,NG000061043,,14.9,5.25,386.0,Africa/Niamey
NER,NE,Niger,5,Tchintabaraden,Tchintabaraden,Tchintabaraden,,0-562-0-61098,-,,,61098,,,,15.88,5.8,427.0,Africa/Niamey
NER,NE,Niger,5,-,Tchin-Tabaraden|Tchin Tabarad�n,Tchin-Tabaraden,,NEs61028,-,,,61028,,,,15.71666667,5.8,451.0,Africa/Niamey
NER,NE,Niger,6,Kollo,Niamey-aero,Niamey-aero,,0-20000-0-61052,-,DRRN,,61052,,,,13.28333333,2.116666667,215.1,Africa/Niamey
NER,NE,Niger,7,Kantch�,Doungou,Doungou,,0-562-0-61106,-,,,61106,,,,13.4203,8.6329,426.0,Africa/Niamey
NER,NE,Niger,7,-,Goure|Gour�,Goure,,0-20000-0-61045,-,DRZG,,61045,,NGM00061045,,13.98333333,10.3,464.0,Africa/Niamey
NER,NE,Niger,7,Magaria,Kwaya,Kwaya/K.Baka,,0-562-0-61107,-,,,61107,,,,13.1717,8.678,441.0,Africa/Niamey
NER,NE,Niger,7,-,Magaria|Koulou,Magaria,,0-562-0-61091,-,,,61091,,NGM00061091,,12.98333333,8.933333333,402.0,Africa/Niamey
NER,NE,Niger,7,Tanout,Tanout,Tanout,,0-562-0-61099,-,DRRG,,61099,,NGM00061099,,14.95,8.82,534.0,Africa/Niamey
NER,NE,Niger,7,-,Tanout,Tanout AP,,NEaaDRZT,-,DRZT,,,,,,19.9994444,8.7672222,1007.0,Africa/Niamey
NER,NE,Niger,7,-,Tasker,Tasker,,,-,GAYE,,61203,,MLM00061235,,15.123742,-10.571167,100.9,Africa/Niamey
NER,NE,Niger,7,-,Tasker,Tasker,,,-,GAYE,,61203,,,,15.123742,-10.571167,100.9,Africa/Niamey
NER,NE,Niger,7,-,Tesker|Tasker,Tesker,,NEs61033,-,,,61033,,,,15.13333333,10.71666667,410.0,Africa/Niamey
NER,NE,Niger,7,-,Zinder,Zinder,,NEcZINDR,-,DRZZ,,,,NG000001090,,13.779,8.983,489.0,Africa/Niamey
NER,NE,Niger,7,-,Zinder|Kach�-ni,Zinder,,0-20000-0-61090,-,DRZR,,61090,,,,13.78333333,8.983333333,452.0,Africa/Niamey
NER,NE,Niger,8,-,La Tapoa|Latapoa,La Tapoa AP,,NEaaDRRP,-,DRRP,,,,,,12.483333,2.4,240.0,Africa/Niamey
NER,NE,Niger,8,-,Niamey,Niamey / Ville,,XXXXXXXX,-,DRRV,,,,NG000001052,,13.51,2.11,216.0,Africa/Niamey
NER,NE,Niger,8,Ville de Niamey,Niamey,Niamey FIC/ACC/COM,,XXXXXXXX,Z,DRRR,,,,,,13.477,2.175,232.0,Africa/Niamey
NER,NE,Niger,8,-,Ouallam,Ouallam AP,,NEaaDRRU,-,DRRU,,,,,,14.3333333,2.0833333,236.0,Africa/Niamey
NER,NE,Niger,8,-,Tera|Tenky�ndi,Tera AP,,NEaaDRRE,-,DRRE,,,,,,13.9516667,0.7394444,257.0,Africa/Niamey
NER,NE,Niger,8,-,Tillabery|Tilabery|Gari�,Tillabery,,0-20000-0-61036,-,DRRL,,61036,,NG000001036,,14.2,1.45,209.0,Africa/Niamey
NFK,NF,Norfolk Island,-,-,Atlas Cove (Heard Island),Atlas Cove (Heard Island),,0-20000-0-95997,-,,,95997,,ASM00095997,,-53.01888889,73.39166667,3.0,Pacific/Norfolk
NFK,NF,Norfolk Island,-,-,The Spit (Heard Island),The Spit (Heard Island),,0-20000-0-94997,-,,,94997,,ASM00094997,,-53.10833333,73.7225,12.0,Pacific/Norfolk
NGA,NG,Nigeria,-,Bauchi,Bauchi|Kuhu,Sir Abubakar Tafawa Balewa,,NGXXDNBC,-,DNBC,,,,,,10.482778,9.743889,598.9,-
NGA,NG,Nigeria,-,-,Forcados Terminal,Forcados,,NGXXDNFD,-,DNFD,,,,,,5.355,5.348889,3.4,Africa/Lagos
